,Unnamed: 0,cbsa10,ADHD_Count,Mental Health Provider,Real_Obese_Count,Real_PhysInact_Count,Population_Real,Population_Female,Population_Male,Food_Insecure_Real,Limit_Healthy_Food_Real,Food_Environment_Index,Access_To_Exercises,College_Education,Uninsured,Unemployment,Children_Poverty,Income Inequality,Single_Parent_Households,Uninsured_Children,Uninsured_Adults,FFR16,FSR16,SAMI_FFR,SAMI_FSR,SAMI_FI,SAMI_FI_CHILD,SAMI_PHYSINACT_REAL,SAMI_ADHD,SAMI_FI_REAL,SAMI_LIMIT_FOOD,SAMI_OBESITY_REAL,SAMI_MHP,SAMI_CHILD_POVERTY,SAMI_SINGLE_PARENT,SAMI_ACCESS_EXERCISES,SAMI_UNINSURANCE,SAMI_UNEMPLOYMENT,SAMI_UNINSURED_CHILDREN,SAMI_UNINSURED_ADULTS,SAMI_FEMALE,SAMI_MALE,SAMI_COLLEGE_EDUCATION
10,10,C1058,95047.3601,1634.0,226813.612,200703.953,877905.0,448692.0,429213.0,97460.0,48015.26131768,8.2,742874.0,156091.0,63723.0,28739.0,29694.0,554176.0,57348.0,6566.0,58060.0,753,837,0.1470213636094097,0.2790280407337606,-0.269300126589389,-0.4117090489606472,0.0236954667700199,-0.1924957297356702,-0.269300126589389,-0.0427575583777652,-0.0774956653969205,0.1065541567609882,-0.3689382914703714,-0.1598445813975431,0.0407758208809578,-0.5878787578462514,-0.0733357553031233,-0.7221835364855558,-0.5657645849421957,0.0036514034536416,-0.0038609751875231,0.0960568930649987
11,11,C1062,10744.522,118.0,17341.61,19888.28,60635.0,30334.0,30301.0,9580.0,1526.958601,7.4,41022.0,8157.0,8757.0,2365.0,3334.0,80355.0,4728.0,1032.0,7825.0,50,42,0.2079916706109021,-0.0385293769864296,0.0743371386265092,0.0006908118474440172,0.2538972186008656,0.2572987679816609,0.0743371386265092,-0.9488978942569366,-0.0501970244687708,0.6011402525685883,0.0634419232289662,0.0528801960107703,-0.001769186078727,0.0836591264507351,0.1537714999319233,0.0195508988539403,0.0977395197150858,-0.0013376302310774,0.0026214287859378,0.0191713898222936
12,12,C1066,4416.2796,28.0,9531.984,7767.948,30948.0,15588.0,15360.0,3020.0,3592.9443179,7.9,23167.0,4048.0,2536.0,831.0,1116.0,85500.0,2580.0,422.0,2150.0,22,17,0.0848267341316306,-0.2699358339816671,-0.4098510555478682,-0.3674740482206209,-0.0465696021451478,0.0299705942830961,-0.4098510555478682,0.5465039254800832,0.005201699567122,-0.0515301153821234,-0.3718825535509396,0.1287135416548999,0.1450149153631272,-0.4871783612082634,-0.2065031229688685,-0.2223976946535719,-0.5228129022696972,0.0095885603014593,-0.0081067863329327,0.0419169245540533
13,13,C1070,12413.56,171.0,32123.64,30323.2,94760.0,48202.0,46558.0,13070.0,6102.7261068,7.4,60188.0,10686.0,14754.0,2430.0,6781.0,80914.0,7927.0,1356.0,13535.0,80,62,0.2147571005536148,-0.0958622719707547,-0.0599483825536033,0.14640203936391138,0.2510490388711854,-0.0376176793796716,-0.0599483825536033,0.0118959323922585,0.1322312268976286,0.4504669261058591,0.3358582101941518,0.1172146480567271,-0.0951508152413467,0.1615905610292198,-0.2742634186040575,-0.1404316989614464,0.2000563389308016,0.0125768714815972,-0.011761071799869,-0.1909921123558913
14,14,C1074,95885.2945,2951.0,192005.183,158446.863,902797.0,458277.0,444520.0,144590.0,74756.6115555,6.325,755114.0,151829.0,145726.0,28117.0,56404.0,370101.0,85089.0,17143.0,130773.0,686,526,0.0248246833837981,-0.2134743515223709,0.0972975692201085,0.17548758565698108,-0.239307581170836,-0.2112290248542798,0.0972975692201085,0.3733677330042706,-0.2712834540759647,0.6650001485177119,0.2452572646699895,0.206382475722167,0.0272631263349385,0.2115164296626481,-0.1237189272482304,0.2103846315741009,0.2183145154273074,-0.0033425030461931,0.0033826582951608,0.0382999938535029
15,15,C1076,7857.4121,9.0,14668.268,12690.524,41203.0,21200.0,20003.0,7380.0,2014.1158945,6.8,27294.0,4394.0,5315.0,1324.0,3161.0,78769.0,4250.0,380.0,4977.0,23,19,-0.1676698020131928,-0.4451196653732197,0.1984551374465049,0.30569698041457993,0.1720801179364492,0.3245207140382824,0.1984551374465049,-0.3045088276319978,0.1579941766442854,-1.5209033493688495,0.3887828391354446,0.3378180989501302,0.0033457185636311,-0.0316760242875187,-0.0324825406940032,-0.6048113663368673,0.0308802281906395,0.0291281438524304,-0.0285436436154995,-0.1839011040642084
16,16,C1078,37547.3365,253.0,55337.65600000001,48547.839,154753.0,78268.0,76485.0,23380.0,21031.5591045,6.95,115629.0,19388.0,24547.0,4214.0,10751.0,164830.0,15839.0,2202.0,22591.0,100,55,-0.0709976635466285,-0.706500751040104,0.0328303124680751,0.3052235221189701,0.2552002860783506,0.5865839508648705,0.0328303124680751,0.7826627026679809,0.1992538737502087,0.2691227704535244,0.3160702146805096,0.3123817631439216,0.0340253052698358,0.1831993693115681,-0.2237532170947123,-0.1313098692700238,0.222765296259622,0.0038203088374366,-0.0030199735868041,-0.1228279047956739
17,17,C1082,5138.227,48.0,9318.975,7053.185,36545.0,18292.0,18253.0,3400.0,3490.6518801,8.1,26230.0,5906.0,2578.0,906.0,991.0,91622.0,1519.0,441.0,2179.0,24,37,-0.0006392940177115,0.3414126322035931,-0.4569922246173519,-0.6967714167463255,-0.3011990181560566,0.0178128921269955,-0.4569922246173519,0.3595054013232257,-0.1790102184486866,0.2932396828327488,-0.653581689973624,-0.5694797731621284,0.0916830506299426,-0.6359661967181465,-0.2895588516174747,-0.3395855628080246,-0.6753391509789388,0.0022941526646018,-0.0008215159315643,0.2408619731356349
18,18,C1086,5076.8212,23.0,14609.967,12863.160000000002,48917.0,24708.0,24209.0,6340.0,4804.49311123,6.85,22518.0,5253.0,9908.0,1489.0,4700.0,164311.0,6107.0,1664.0,8380.0,36,30,0.1022976853873345,-0.160099164525413,-0.1244587741403542,0.8361941411675868,0.0223744977608291,-0.2811110356704933,-0.1244587741403542,0.4016321715134072,-0.0128283709894976,-0.7831438564972153,0.6172791526670043,0.5264288930486529,-0.372255532732483,0.4205749306861932,-0.0899828675358769,0.7055536916084293,0.3806085450460248,0.0095862754288145,-0.0083257967697925,-0.1899269375267707
19,19,C1090,90836.1481,1097.0,241565.986,196566.083,827048.0,422491.0,404557.0,98480.0,36644.5132872,8.15,724051.0,126010.0,84570.0,33511.0,30961.0,436069.0,56737.0,10938.0,74709.0,566,671,-0.0765335844393755,0.1176918741860335,-0.1994198858743647,-0.13079299060661143,0.0596191262966296,-0.1790957647204543,-0.1994198858743647,-0.2562523816776014,0.0435340241493342,-0.2221738609425969,-0.2686741563149404,-0.1100833540674024,0.0788328688543149,-0.2455360621099505,0.1411177923653142,-0.1539677224555209,-0.25407716049755,0.0035249747933612,-0.0036900817229916,-0.0538348241100301
20,20,C1094,4872.4848,45.0,15150.448,13345.824000000002,41968.0,19521.0,22447.0,6130.0,1057.9727814,7.7,26552.0,5638.0,3745.0,1761.0,2220.0,77987.0,3185.0,364.0,3419.0,23,17,-0.1867568551094267,-0.5747549452533525,-0.0054563369270752,-0.2929197190158126,0.2049317856789354,-0.1714336754826746,-0.0054563369270752,-0.9658322107674042,0.1724531502142703,0.067040644017263,0.0173735903454197,0.0307093615982232,-0.0438597319782001,-0.4000706413550183,0.2339881167064454,-0.665670836337144,-0.3629608387700127,-0.0718915511564866,0.0684407921361494,0.0456014885990949
